filename,word,variation,provider,source_url,duration_s,fps,width,height,n_frames,ok
phone_var10__mp4.mp4,phone,10,ict,https://media.signbsl.com/videos/ict/mp4/482_headphones.mp4,2.24,25.0,320,240,56,True
phone_var11__youtube.mp4,phone,11,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/JblFE_lyY8k.mp4,3.56,25.0,480,320,89,True
name__signstation.mp4,name,1,signstation,https://media.signbsl.com/videos/bsl/signstation/name.mp4,2.68,25.0,320,240,67,True
name_var2__signmonkey.mp4,name,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/name.mp4,2.85,28.417,640,480,81,True
name_var3__corpusngt.mp4,name,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h30m16s-BSL_CN_lex_b.mpg-.mp4,2.68,25.0,352,288,67,True
name_var4__gpnhs.mp4,name,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/name.mp4,3.44,25.0,480,360,86,True
name_var5__signstation.mp4,name,5,signstation,https://media.signbsl.com/videos/bsl/signstation/appoint.mp4,1.6,25.0,320,240,40,True
name_var6__signstation.mp4,name,6,signstation,https://media.signbsl.com/videos/bsl/signstation/nominate.mp4,1.76,25.0,320,240,44,True
name_var7__mp4.mp4,name,7,ict,https://media.signbsl.com/videos/ict/mp4/1055_call.mp4,2.16,25.0,320,240,54,True
name_var8__youtube.mp4,name,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/d6t6yci_1yc.mp4,21.24,25.0,640,360,531,True
name_var9__signon.mp4,name,9,signon,https://media.signbsl.com/videos/bsl/signon/mp4/dpw49.mp4,2.6,25.0,320,240,65,True
deaf__signstation.mp4,deaf,1,signstation,https://media.signbsl.com/videos/bsl/signstation/deaf.mp4,1.84,25.0,320,240,46,True
deaf_var2__signstation.mp4,deaf,2,signstation,https://media.signbsl.com/videos/bsl/signstation/deaf-2.mp4,1.6,25.0,320,240,40,True
deaf_var3__youtube.mp4,deaf,3,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/JC0am3kRCxI.mp4,3.16,25.0,480,320,79,True
deaf_var4__signmonkey.mp4,deaf,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/deaf.mp4,2.147,28.417,640,480,61,True
deaf_var5__corpusngt.mp4,deaf,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h43m41s-BSL_CN_lex_b.mpg-.mp4,4.12,25.0,352,288,103,True
deaf_var6__corpusngt.mp4,deaf,6,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h44m01s-BSL_CN_lex_b.mpg-.mp4,4.0,25.0,352,288,100,True
deaf_var7__ExeterDeafAcademyVoiceOff.mp4,deaf,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/YO9y8C-m1xM.mp4,6.88,25.0,640,360,172,True
deaf_var8__bslfirst.mp4,deaf,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/983294212.mp4,2.936,29.97,720,404,88,True
deaf_var9__youtube.mp4,deaf,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/heIhpJBkMsU.mp4,5.038,29.97,640,360,151,True
deaf_var10__youtube.mp4,deaf,10,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/WXRi8GE00fU.mp4,2.569,29.97,640,360,77,True
hearing__signstation.mp4,hearing,1,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1372.mp4,2.84,25.0,512,374,71,True
hearing_var2__youtube.mp4,hearing,2,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/_HhVJqXkwyw.mp4,3.08,25.0,480,320,77,True
hearing_var3__signmonkey.mp4,hearing,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/hearing.mp4,2.569,28.417,640,480,73,True
hearing_var4__signon.mp4,hearing,4,signon,https://media.signbsl.com/videos/bsl/signon/mp4/dpw17.mp4,2.12,25.0,320,240,53,True
hearing_var5__corpusngt.mp4,hearing,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h16m06s-BSL_CN_lex_b.mpg-.mp4,3.16,25.0,352,288,79,True
hearing_var6__bslfirst.mp4,hearing,6,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/983294302.mp4,3.403,29.97,720,404,102,True
hearing_var7__bslfirst.mp4,hearing,7,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996250414.mp4,5.339,29.97,720,404,160,True
